play_id,game_id,date_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,penalty,tackled_for_loss,fumble_lost,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,stad,temp,humd,wspd,wdir,cond,surf
3470,2009091306,2009-09-13IND,IND,JAC,IND,home,JAC,JAC,35.0,2009-09-13,126.0,126.0,126.0,Half2,0,18,0,4,4.0,0.0,02:06,JAC 35,1,32,"(2:06) (Run formation) D.Brown right end to JAC 35 for no gain (T.Knighton, D.Smith). JAC-R.Hayward was injured during the play.",run,0.0,0,0,0.0,0,,,,,right,end,2,1,0.0,,,2.0,1.0,14,12,14.0,12.0,2.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas Oil Stadium,74.0,46.0,8.0,ENE,Sunny,FieldTurf
3580,2009091306,2009-09-13IND,IND,JAC,JAC,away,IND,JAC,63.0,2009-09-13,83.0,83.0,83.0,Half2,0,19,0,4,4.0,0.0,01:23,JAC 37,8,2,(1:23) (Shotgun) D.Garrard pass incomplete short middle to M.Jones-Drew (D.Freeney) [G.Brackett].,pass,0.0,1,0,1.0,0,short,middle,-11.0,,,,2,1,0.0,,,1.0,2.0,14,12,12.0,14.0,-2.0,12.0,14.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lucas Oil Stadium,74.0,46.0,8.0,ENE,Sunny,FieldTurf
623,2009091303,2009-09-13CIN,CIN,DEN,CIN,home,DEN,DEN,42.0,2009-09-13,316.0,1216.0,3016.0,Half1,0,4,0,1,4.0,0.0,05:16,DEN 42,2,6,(5:16) B.Leonard right end to DEN 37 for 5 yards (L.Jordan). {Wildcat formation},run,5.0,0,0,0.0,0,,,,,right,end,3,3,0.0,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Brown Stadium,73.0,47.0,7.0,NE,Sunny,FieldTurf
742,2009091303,2009-09-13CIN,CIN,DEN,CIN,home,DEN,DEN,10.0,2009-09-13,111.0,1011.0,2811.0,Half1,0,4,0,1,4.0,0.0,01:51,DEN 10,2,6,"(1:51) (Field Goal formation) K.Huber FUMBLES (Aborted) at DEN 10, and recovers at DEN 44. K.Huber to DEN 44 for no gain (A.Davis). {High snap}",run,0.0,0,0,0.0,0,,,,,,,3,3,0.0,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Brown Stadium,73.0,47.0,7.0,NE,Sunny,FieldTurf
369,2009091302,2009-09-13CAR,CAR,PHI,CAR,home,PHI,PHI,2.0,2009-09-13,495.0,1395.0,3195.0,Half1,0,1,0,1,4.0,0.0,08:15,PHI 2,1,69,(8:15) J.Stewart right tackle to PHI 1 for 1 yard (V.Abiamiri).,run,1.0,0,0,0.0,0,,,,,right,tackle,2,3,0.0,,,2.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bank of America Stadium,82.0,61.0,5.0,NNE,Sunny,Grass
3642,2009091302,2009-09-13CAR,CAR,PHI,PHI,away,CAR,CAR,35.0,2009-09-13,644.0,644.0,644.0,Half2,0,24,0,4,4.0,0.0,10:44,CAR 35,3,13,(10:44) K.Kolb pass short right to B.Celek ran ob at CAR 29 for 6 yards.,pass,6.0,0,0,1.0,0,short,right,3.0,3.0,,,2,3,0.0,,,3.0,2.0,10,36,36.0,10.0,26.0,36.0,10.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bank of America Stadium,82.0,61.0,5.0,NNE,Sunny,Grass
3977,2009091302,2009-09-13CAR,CAR,PHI,PHI,away,CAR,CAR,38.0,2009-09-13,264.0,264.0,264.0,Half2,0,26,0,4,4.0,0.0,04:24,CAR 38,1,0,(4:24) K.Kolb sacked at CAR 47 for -9 yards (L.Leonard).,pass,-9.0,0,0,1.0,0,,,,,,,2,2,0.0,,,2.0,2.0,10,36,36.0,10.0,26.0,36.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Bank of America Stadium,82.0,61.0,5.0,NNE,Sunny,Grass
4149,2009091302,2009-09-13CAR,CAR,PHI,CAR,home,PHI,PHI,27.0,2009-09-13,120.0,120.0,120.0,Half2,0,27,0,4,4.0,0.0,02:00,PHI 27,1,35,(2:00) M.Moore pass short left to S.Smith to PHI 18 for 9 yards (E.Hobbs).,pass,9.0,0,0,1.0,0,short,left,6.0,3.0,,,2,2,0.0,,,2.0,2.0,10,36,10.0,36.0,-26.0,10.0,36.0,-26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bank of America Stadium,82.0,61.0,5.0,NNE,Sunny,Grass
4319,2009091302,2009-09-13CAR,CAR,PHI,CAR,home,PHI,PHI,1.0,2009-09-13,39.0,39.0,39.0,Half2,0,27,0,4,4.0,1.0,00:39,PHI 1,1,51,"(:39) D.Williams right end to PHI 2 for -1 yards (J.Parker, B.Bunkley).",run,-1.0,0,0,0.0,0,,,,,right,end,1,1,0.0,,,1.0,1.0,10,36,10.0,36.0,-26.0,10.0,36.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bank of America Stadium,82.0,61.0,5.0,NNE,Sunny,Grass
1935,2009091301,2009-09-13BAL,BAL,KC,KC,away,BAL,BAL,48.0,2009-09-13,1.0,1.0,1801.0,Half1,0,10,0,2,4.0,0.0,00:01,BAL 48,9,41,(:01) (Shotgun) B.Croyle pass short left to J.Charles to BAL 28 for 20 yards (R.Lewis).,pass,20.0,1,0,1.0,0,short,left,4.0,16.0,,,0,1,0.0,,,1.0,0.0,10,6,6.0,10.0,-4.0,6.0,10.0,-4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,M&T Bank Stadium,76.0,68.0,5.0,N,Partly Cloudy,FieldTurf
3916,2009091301,2009-09-13BAL,BAL,KC,KC,away,BAL,KC,87.0,2009-09-13,99.0,99.0,99.0,Half2,0,20,0,4,4.0,0.0,01:39,KC 13,18,-12,"(1:39) (Shotgun) B.Croyle sacked at KC 9 for -4 yards (T.Pryce). FUMBLES (T.Pryce), recovered by KC-B.Albert at KC 9. B.Albert to KC 9 for no gain (H.Ngata).",pass,-4.0,1,0,1.0,0,,,,,,,3,2,0.0,,,2.0,3.0,31,23,23.0,31.0,-8.0,23.0,31.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,M&T Bank Stadium,76.0,68.0,5.0,N,Partly Cloudy,FieldTurf
4071,2009091301,2009-09-13BAL,BAL,KC,BAL,home,KC,KC,1.0,2009-09-13,36.0,36.0,36.0,Half2,0,21,1,4,4.0,1.0,00:36,KC 1,1,9,"(:36) W.McGahee right guard for 1 yard, TOUCHDOWN.",run,1.0,0,0,0.0,0,,,,,right,guard,2,0,0.0,,BAL,2.0,0.0,37,23,31.0,23.0,8.0,37.0,23.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,M&T Bank Stadium,76.0,68.0,5.0,N,Partly Cloudy,FieldTurf
3451,2009091300,2009-09-13ATL,ATL,MIA,MIA,away,ATL,ATL,15.0,2009-09-13,250.0,250.0,250.0,Half2,0,21,0,4,4.0,0.0,04:10,ATL 15,4,67,(4:10) (Shotgun) C.Pennington pass short right to B.Hartline to ATL 9 for 6 yards (E.Coleman).,pass,6.0,1,0,1.0,0,short,right,6.0,0.0,,,3,2,0.0,,,2.0,3.0,19,0,0.0,19.0,-19.0,0.0,19.0,-19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Georgia Dome,,,,,Dome,AstroTurf
4326,2009091309,2009-09-13ARI,ARI,SF,ARI,home,SF,SF,33.0,2009-09-13,115.0,115.0,115.0,Half2,0,25,0,4,4.0,0.0,01:55,SF 33,5,5,(1:55) (Shotgun) K.Warner pass incomplete short left to T.Hightower [J.Smith].,pass,0.0,1,0,1.0,0,short,left,-2.0,,,,2,1,0.0,,,2.0,1.0,16,20,16.0,20.0,-4.0,16.0,20.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,University of Phoenix Stadium,,,,,Closed Roof,Grass
3722,2009091311,2009-09-13SEA,SEA,STL,STL,away,SEA,SEA,7.0,2009-09-13,130.0,130.0,130.0,Half2,0,23,0,4,4.0,1.0,02:10,SEA 7,7,81,(2:10) (Shotgun) M.Bulger pass incomplete short middle to R.McMichael.,pass,0.0,1,0,1.0,0,short,middle,7.0,,,,3,3,0.0,,,3.0,3.0,28,0,0.0,28.0,-28.0,0.0,28.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Qwest Field,73.0,55.0,5.0,NW,Sunny,FieldTurf
729,2009091310,2009-09-13NYG,NYG,WAS,NYG,home,WAS,WAS,3.0,2009-09-13,900.0,900.0,2700.0,Half1,0,3,0,2,4.0,0.0,15:00,WAS 3,1,77,"(15:00) B.Jacobs up the middle to WAS 3 for no gain (A.Haynesworth, C.Horton). WAS-A.Haynesworth was injured during the play.",run,0.0,0,0,0.0,0,,,,,middle,,2,2,0.0,,,2.0,2.0,3,0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Giants Stadium,80.0,41.0,8.0,NW,Sunny,FieldTurf
1649,2009091310,2009-09-13NYG,NYG,WAS,WAS,away,NYG,NYG,8.0,2009-09-13,33.0,33.0,1833.0,Half1,0,9,1,2,4.0,1.0,00:33,NYG 8,8,77,"(:33) (Field Goal formation) H.Smith right end for 8 yards, TOUCHDOWN.",run,8.0,0,0,0.0,0,,,,,right,end,1,1,0.0,,WAS,1.0,1.0,16,6,0.0,16.0,-16.0,6.0,16.0,-10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Giants Stadium,80.0,41.0,8.0,NW,Sunny,FieldTurf
2026,2009091312,2009-09-13GB,GB,CHI,CHI,away,GB,GB,49.0,2009-09-13,4.0,4.0,1804.0,Half1,0,16,0,2,4.0,0.0,00:04,GB 49,14,10,(:04) (Shotgun) J.Cutler pass incomplete deep right to G.Olsen.,pass,0.0,1,0,1.0,0,deep,right,49.0,,,,2,1,0.0,,,1.0,2.0,10,2,2.0,10.0,-8.0,2.0,10.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lambeau Field,76.0,59.0,0.0,CALM,Clear,DD GrassMaster
2280,2009091312,2009-09-13GB,GB,CHI,CHI,away,GB,GB,37.0,2009-09-13,660.0,1560.0,1560.0,Half2,0,17,0,3,4.0,0.0,11:00,GB 37,1,43,(11:00) J.Cutler up the middle to GB 36 for 1 yard (J.Jolly; R.Pickett).,run,1.0,0,0,0.0,0,,,,,middle,,3,2,0.0,,,2.0,3.0,10,2,2.0,10.0,-8.0,2.0,10.0,-8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lambeau Field,76.0,59.0,0.0,CALM,Clear,DD GrassMaster
3028,2009091312,2009-09-13GB,GB,CHI,CHI,away,GB,CHI,74.0,2009-09-13,763.0,763.0,763.0,Half2,0,21,0,4,4.0,0.0,12:43,CHI 26,11,3,"(12:43) (Punt formation) G.Wolfe up the middle to CHI 30 for 4 yards (B.Swain, D.Bishop). Chicago challenged the too many players on field ruling, and the play was Upheld. (Timeout #2 at 12:39.)",run,4.0,0,0,0.0,0,,,,,middle,,3,1,1.0,CHI,,1.0,3.0,10,12,12.0,10.0,2.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lambeau Field,76.0,59.0,0.0,CALM,Clear,DD GrassMaster
146,2009091400,2009-09-14NE,NE,BUF,NE,home,BUF,BUF,40.0,2009-09-14,819.0,1719.0,3519.0,Half1,0,1,0,1,4.0,0.0,13:39,BUF 40,1,9,"(13:39) N.Kaczur reported in as eligible.  L.Maroney left tackle to BUF 40 for no gain (K.Ellison, K.Williams).",run,0.0,0,0,0.0,0,,,,,left,tackle,3,3,0.0,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Gillette Stadium,70.0,53.0,5.0,SW,Clear,FieldTurf
2557,2009091400,2009-09-14NE,NE,BUF,NE,home,BUF,BUF,36.0,2009-09-14,360.0,1260.0,1260.0,Half2,0,12,0,3,4.0,0.0,06:00,BUF 36,2,61,(6:00) (Shotgun) T.Brady pass incomplete short right to W.Welker.,pass,0.0,1,0,1.0,0,short,right,5.0,,,,3,3,0.0,,,3.0,3.0,10,13,10.0,13.0,-3.0,10.0,13.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gillette Stadium,70.0,53.0,5.0,SW,Clear,FieldTurf
4111,2009091400,2009-09-14NE,NE,BUF,BUF,away,NE,BUF,70.0,2009-09-14,1.0,1.0,1.0,Half2,0,19,0,4,4.0,0.0,00:01,BUF 30,20,35,"(:01) (No Huddle, Shotgun) T.Edwards pass deep right to D.Schouman to NE 47 for 23 yards. Lateral to R.Parrish to NE 43 for 4 yards. Lateral to F.Jackson to NE 34 for 9 yards. FUMBLES, recovered by BUF-R.Parrish at NE 40. R.Parrish to NE 44 for -4 yards (L.Bodden).",pass,30.0,1,1,1.0,0,deep,right,18.0,5.0,,,2,0,0.0,,,0.0,2.0,25,23,23.0,25.0,-2.0,23.0,25.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gillette Stadium,70.0,53.0,5.0,SW,Clear,FieldTurf
3866,2009091401,2009-09-14OAK,OAK,SD,OAK,home,SD,OAK,57.0,2009-09-14,161.0,161.0,161.0,Half2,0,20,1,4,4.0,0.0,02:41,OAK 43,14,71,"(2:41) (Shotgun) J.Russell pass deep middle to L.Murphy for 57 yards, TOUCHDOWN.",pass,57.0,1,0,1.0,0,deep,middle,42.0,15.0,,,2,2,0.0,,OAK,2.0,2.0,19,17,13.0,17.0,-4.0,19.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,O.co Coliseum Oakland,63.0,86.0,12.0,W,,Grass
2472,2009092000,2009-09-20ATL,ATL,CAR,ATL,home,CAR,CAR,15.0,2009-09-20,536.0,1436.0,1436.0,Half2,0,12,0,3,4.0,0.0,08:56,CAR 15,1,67,(8:56) M.Ryan up the middle to CAR 13 for 2 yards (J.Peppers).,run,2.0,0,0,0.0,0,,,,,middle,,3,3,0.0,,,3.0,3.0,21,13,21.0,13.0,8.0,21.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia Dome,,,,,Dome,AstroTurf
2873,2009092000,2009-09-20ATL,ATL,CAR,ATL,home,CAR,CAR,21.0,2009-09-20,73.0,973.0,973.0,Half2,0,14,0,3,4.0,0.0,01:13,CAR 21,1,27,(1:13) M.Ryan up the middle to CAR 20 for 1 yard (D.Lewis).,run,1.0,0,0,0.0,0,,,,,middle,,3,3,0.0,,,3.0,3.0,21,13,21.0,13.0,8.0,21.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia Dome,,,,,Dome,AstroTurf
